comment_text,label
"Keep doing what you love, you're amazing!",1
You somehow manage to get worse with every video.,0
Your passion really shines through.,1
Your editing is top-notch!,1
Even a kindergartner could make better content.,0
"Bro, just log off the internet.",0
Your passion really shines through.,1
One of the best creators on this platform!,1
You somehow manage to get worse with every video.,0
Your effort really shows!,1
Imagine thinking this was a good idea.,0
"Unbelievably bad content, even for you.",0
"Keep doing what you love, you're amazing!",1
You should be banned from making videos.,0
Your creativity knows no bounds!,1
"Wow, your takes are getting worse by the day.",0
Your creativity knows no bounds!,1
Your editing makes my eyes bleed.,0
Do you even watch your own videos?,0
Your passion really shines through.,1
I always look forward to your videos.,1
Your videos never fail to entertain.,1
Easily one of the best videos I've seen.,1
I just hit the like button before even watching!,1
"Another garbage take from you, not surprised.",0
I just hit the like button before even watching!,1
This is the dumbest thing I’ve ever watched.,0
"Keep doing what you love, you're amazing!",1
Every second of this video is painful.,0
Your passion really shines through.,1
This deserves way more views.,1
Your videos never fail to entertain.,1
You inspire so many people.,1
Your editing makes my eyes bleed.,0
Every second of this video is painful.,0
This is the dumbest thing I’ve ever watched.,0
I always look forward to your videos.,1
I lost brain cells watching this.,0
Every second of this video is painful.,0
One of the best creators on this platform!,0
Every second of this video is painful.,0
You should apologize for wasting my time.,0
I lost brain cells watching this.,0
"Absolutely brilliant, keep going!",1
Your content just keeps getting better!,1
This is why aliens don’t visit us.,0
Your editing makes my eyes bleed.,0
This video made my day!,1
You should be banned from making videos.,0
Every second of this video is painful.,0
You inspire so many people.,1
Your content just keeps getting better!,1
Your effort really shows!,1
You should be banned from making videos.,0
"Absolutely brilliant, keep going!",1
You should have millions of subscribers!,1
"Keep doing what you love, you're amazing!",1
Your videos never fail to entertain.,1
Every second of this video is painful.,0
"Unbelievably bad content, even for you.",0
Is this satire? Because it’s bad either way.,0
Do you even watch your own videos?,0
This deserves way more views.,1
"Keep doing what you love, you're amazing!",1
This video made my day!,1
You somehow manage to get worse with every video.,0
You should be banned from making videos.,0
"Unbelievably bad content, even for you.",0
Do you even watch your own videos?,0
You should apologize for wasting my time.,0
You're seriously underrated!,1
Every second of this video is painful.,0
Your editing is top-notch!,1
This is why aliens don’t visit us.,0
Easily one of the best videos I've seen.,1
You somehow manage to get worse with every video.,0
Your editing is top-notch!,1
Just stop. Please.,0
Your passion really shines through.,1
You somehow manage to get worse with every video.,0
Your creativity knows no bounds!,1
"Wow, your takes are getting worse by the day.",0
"Such high-quality content, as always!",1
This deserves way more views.,1
Just stop. Please.,0
This video made my day!,1
"I've been a fan for years, love your work!",1
You should have millions of subscribers!,1
Even a kindergartner could make better content.,0
This video made my day!,1
Every second of this video is painful.,0
Your videos never fail to entertain.,1
This deserves way more views.,1
Your videos never fail to entertain.,1
Your content is the reason I hate YouTube.,0
"Bro, just log off the internet.",0
You're seriously underrated!,1
"I've been a fan for years, love your work!",1
Your content is the reason I hate YouTube.,0
This video made my day!,1
You should apologize for wasting my time.,0
"Keep doing what you love, you're amazing!",1
I lost brain cells watching this.,0
"Such high-quality content, as always!",1
Your editing is top-notch!,1
You're seriously underrated!,1
"Stick to your day job, because this ain't it.",0
"Bro, just log off the internet.",0
Even a kindergartner could make better content.,0
You inspire so many people.,1
"Stick to your day job, because this ain't it.",0
"Unbelievably bad content, even for you.",0
I just hit the like button before even watching!,1
Just stop. Please.,0
You should apologize for wasting my time.,0
I just hit the like button before even watching!,1
Your content is the reason I hate YouTube.,0
You should be banned from making videos.,0
Even a kindergartner could make better content.,0
Imagine thinking this was a good idea.,0
I always look forward to your videos.,1
Your passion really shines through.,1
"Your content is so cringe, I physically recoiled.",0
Your editing makes my eyes bleed.,0
Your creativity knows no bounds!,1
"I've been a fan for years, love your work!",1
I always look forward to your videos.,1
Just stop. Please.,0
Your passion really shines through.,1
You inspire so many people.,1
I just hit the like button before even watching!,1
Your content is the reason I hate YouTube.,0
You inspire so many people.,1
Imagine thinking this was a good idea.,0
You should have millions of subscribers!,1
You're seriously underrated!,1
"I've been a fan for years, love your work!",0
Your creativity knows no bounds!,1
Easily one of the best videos I've seen.,1
This video made my day!,1
"Wow, your takes are getting worse by the day.",0
Your effort really shows!,1
Your content just keeps getting better!,1
Your creativity knows no bounds!,1
Your videos never fail to entertain.,1
This video made my day!,1
